entry_time,exit_time,entry_price,exit_price,size,signal,net_pnl,exit_reason
2026-04-18 04:10:00,2026-04-18 04:15:00,77045.647905,77076.368925,5.887737367904072e-05,-3.0,-0.0063468271493619475,signal_reversal
2026-04-18 04:55:00,2026-04-18 05:15:00,77062.18963000001,77225.53347,5.872351085821446e-05,-3.0,-0.014127078215118622,signal_reversal
2026-04-18 09:30:00,2026-04-18 10:00:00,76627.667,76425.30355499999,5.8813090172123756e-05,-3.0,0.0074068112689150475,signal_reversal
2026-04-18 12:00:00,2026-04-18 13:30:00,76187.76706000001,76037.28964499998,5.919073578805629e-05,-3.0,0.004406165791919389,signal_reversal
2026-04-18 19:05:00,2026-04-18 19:35:00,75704.138995,75628.3953,5.9567503256722456e-05,-3.0,6.868115255093815e-06,signal_reversal
2026-04-18 20:30:00,2026-04-18 20:55:00,75706.128,75792.65739,5.950646303957235e-05,-3.0,-0.00965921091352051,signal_reversal
2026-04-18 20:55:00,2026-04-18 21:05:00,75716.90261,75860.741415,5.93109271256269e-05,3.0,-0.013030583786952883,signal_reversal
2026-04-18 21:10:00,2026-04-18 21:20:00,75692.424855,75686.254215,5.909862549613638e-05,3.0,-0.004108277250625518,signal_reversal
2026-04-18 22:30:00,2026-04-18 22:35:00,75754.96357,75787.73492999999,5.893655627930569e-05,-3.0,-0.006398099207971507,signal_reversal
2026-04-18 23:15:00,2026-04-18 23:20:00,75778.37186,75880.451265,5.87750004213167e-05,3.0,-0.010459590626952644,signal_reversal
2026-04-18 23:35:00,2026-04-18 23:50:00,75660.86064500001,75745.67391,5.8669176317737554e-05,3.0,-0.009419860696299041,signal_reversal
2026-04-19 01:50:00,2026-04-19 02:20:00,75587.737225,75520.39132499999,5.854258527797126e-05,-3.0,-0.00047855585549698085,signal_reversal
2026-04-19 03:35:00,2026-04-19 03:50:00,75528.19701,75653.72795999999,5.8523810577263576e-05,-3.0,-0.01177409398397798,signal_reversal
2026-04-19 04:30:00,2026-04-19 04:40:00,75575.003595,75572.98761,5.8273283409646014e-05,3.0,-0.004286408059856283,signal_reversal
2026-04-19 05:45:00,2026-04-19 05:50:00,75556.0031,75588.79551,5.8172918248416416e-05,3.0,-0.006304851007797733,signal_reversal
2026-04-19 08:45:00,2026-04-19 09:20:00,75204.668855,75080.011245,5.8302404545759595e-05,-3.0,0.0028904932190210505,signal_reversal
2026-04-19 10:30:00,2026-04-19 10:45:00,75059.981235,75165.46394999999,5.839488413650121e-05,-3.0,-0.01054892947925466,signal_reversal
2026-04-19 10:50:00,2026-04-19 11:10:00,75157.512445,75462.13221,5.81204289100929e-05,-3.0,-0.0220905228868068,signal_reversal
2026-04-19 12:25:00,2026-04-19 13:00:00,75482.24,75714.26821499999,5.7519863604645643e-05,3.0,-0.017701305659880824,signal_reversal
2026-04-19 13:50:00,2026-04-19 14:45:00,75888.046995,76134.048,5.692181162401568e-05,3.0,-0.01833651080435821,signal_reversal
2026-04-19 15:30:00,2026-04-19 15:40:00,75687.20746500001,75762.74244,5.6773516470811614e-05,3.0,-0.008589703453075345,signal_reversal
2026-04-19 18:55:00,2026-04-19 20:00:00,74732.72494500001,74773.26795,5.732618729511293e-05,-3.0,-0.006610642261305204,signal_reversal
2026-04-19 20:30:00,2026-04-19 20:40:00,74825.80838,74574.26849999999,5.7109271457798634e-05,-3.0,0.01010637714584947,signal_reversal
2026-04-19 22:35:00,2026-04-19 22:45:00,74070.24635,74085.38418,5.777057244208394e-05,-3.0,-0.005154476158300822,signal_reversal
2026-04-19 23:45:00,2026-04-19 23:55:00,73879.051995,73838.69089499999,5.779238986666682e-05,-3.0,-0.0019347499848000852,signal_reversal
2026-04-20 02:00:00,2026-04-20 03:40:00,74461.39068,74612.92782,5.725709041933436e-05,3.0,-0.012948694881508358,signal_reversal
2026-04-20 04:05:00,2026-04-20 04:40:00,74495.55359000001,74502.66271499998,5.699978370284503e-05,3.0,-0.004651854247355998,signal_reversal
2026-04-20 07:35:00,2026-04-20 07:45:00,74898.532,74894.04831,5.657430451059969e-05,3.0,-0.003983417051729909,signal_reversal
2026-04-20 09:55:00,2026-04-20 10:00:00,75025.23861500001,75237.569985,5.636918569574337e-05,3.0,-0.01621002697834172,signal_reversal
2026-04-20 12:00:00,2026-04-20 12:10:00,75148.58691,75391.77705,5.6004678754786664e-05,3.0,-0.017842077921469683,signal_reversal
2026-04-20 12:35:00,2026-04-20 13:00:00,75214.37400000001,75239.22080999998,5.566252161296274e-05,3.0,-0.005571040853115811,signal_reversal
2026-04-20 16:10:00,2026-04-20 17:10:00,75381.300495,75682.69243499999,5.540981686945019e-05,3.0,-0.020893636329337863,signal_reversal
2026-04-20 17:30:00,2026-04-20 17:35:00,75627.99708500001,75806.94453,5.489757385426338e-05,3.0,-0.013985397913920046,signal_reversal
2026-04-20 19:20:00,2026-04-20 20:15:00,76155.333285,76432.83731999999,5.4279276127449485e-05,3.0,-0.019211437224342615,signal_reversal
2026-04-20 21:10:00,2026-04-20 21:20:00,75966.787605,76004.08305,5.4106687934973865e-05,3.0,-0.006130262207380957,signal_reversal
2026-04-20 21:50:00,2026-04-20 23:00:00,75907.44729,75856.30919999999,5.40140769221806e-05,-3.0,-0.0013351317932477078,signal_reversal
2026-04-21 00:20:00,2026-04-21 00:45:00,75868.36684000002,76037.70985500001,5.397026013534111e-05,-3.0,-0.013243261552622444,signal_reversal
2026-04-21 03:30:00,2026-04-21 03:35:00,75631.51532500001,75570.83653500001,5.3910034458922603e-05,-3.0,-0.0008028307418654385,signal_reversal
2026-04-21 03:50:00,2026-04-21 05:10:00,75668.316915,75937.95,5.3819321415417645e-05,-3.0,-0.01859839860452322,signal_reversal
2026-04-21 05:35:00,2026-04-21 06:15:00,75796.90259000001,75781.25169,5.342892010831084e-05,3.0,-0.0032126997565292267,signal_reversal
2026-04-21 07:00:00,2026-04-21 07:15:00,75850.985535,76094.95846499999,5.329507821178838e-05,3.0,-0.017058043148823546,signal_reversal
2026-04-21 09:00:00,2026-04-21 09:15:00,76362.749525,76547.444595,5.26615883292304e-05,3.0,-0.013757445757694171,signal_reversal
2026-04-21 11:05:00,2026-04-21 11:40:00,76604.63852000001,76512.13694999999,5.22632170464658e-05,3.0,0.0008356592099432441,signal_reversal
2026-04-21 14:35:00,2026-04-21 14:45:00,76276.612615,76260.721305,5.244644153626616e-05,-3.0,-0.003166160800586155,signal_reversal
2026-04-21 15:10:00,2026-04-21 15:30:00,75733.304405,75691.0266,5.2728061158370856e-05,-3.0,-0.001761814392022725,signal_reversal
2026-04-21 16:05:00,2026-04-21 16:30:00,75921.390315,76125.37366499999,5.252163066495014e-05,-3.0,-0.014711766930363444,signal_reversal
2026-04-21 17:35:00,2026-04-21 18:45:00,75559.41139500002,75429.86608499999,5.252576570235849e-05,-3.0,0.0028424551279600105,signal_reversal
2026-04-21 20:05:00,2026-04-21 20:20:00,75321.07062500001,75666.13416,5.267702046462115e-05,-3.0,-0.022162785392414286,signal_reversal
2026-04-21 21:40:00,2026-04-21 21:50:00,75415.083595,75577.759995,7.83972963205827e-05,4.0,-0.01867848198073927,signal_reversal
2026-04-22 04:50:00,2026-04-22 05:15:00,77433.273995,77978.639835,5.058507901106848e-05,3.0,-0.031531929763566786,signal_reversal
2026-04-22 06:05:00,2026-04-22 07:10:00,77903.01900500001,78144.262605,4.9825018781710784e-05,3.0,-0.015913506252943944,signal_reversal
2026-04-22 11:40:00,2026-04-22 11:45:00,78170.72508500001,78348.13449,4.940115823716583e-05,3.0,-0.012634718678692886,signal_reversal
2026-04-22 16:15:00,2026-04-22 16:50:00,79087.84629500001,78745.24294499999,4.861970702877811e-05,3.0,0.012828703862183016,signal_reversal
2026-04-22 18:10:00,2026-04-22 18:25:00,78919.030745,78944.47251,4.8837540906949175e-05,-3.0,-0.005097967144517651,signal_reversal
2026-04-22 19:20:00,2026-04-22 19:30:00,78943.28861,78976.16834999999,4.8709133879707034e-05,-3.0,-0.005448404415055873,signal_reversal
2026-04-22 21:10:00,2026-04-22 22:00:00,78544.69800500001,78789.67515,4.883799476746091e-05,-3.0,-0.015812122268362306,signal_reversal
2026-04-23 04:00:00,2026-04-23 05:00:00,77720.62025,78053.01700499999,4.910302375464458e-05,-3.0,-0.020154324904848975,signal_reversal
2026-04-23 06:40:00,2026-04-23 08:00:00,78139.300805,78024.61280999999,4.853315528709691e-05,3.0,0.0017793896211781711,signal_reversal
2026-04-23 08:55:00,2026-04-23 09:00:00,77819.42082500001,77681.591385,4.870678582045858e-05,-3.0,0.0029296083800522364,signal_reversal
2026-04-23 09:35:00,2026-04-23 10:05:00,77649.78568500001,77338.65,4.8802106842707056e-05,-3.0,0.011409787881578886,signal_reversal
2026-04-23 11:45:00,2026-04-23 12:05:00,77567.197,77801.371245,4.8952309725165526e-05,-3.0,-0.015271926993124718,signal_reversal
2026-04-23 12:15:00,2026-04-23 12:20:00,77641.89963000001,77778.04959,4.865960840236788e-05,3.0,-0.010409653172946459,signal_reversal
2026-04-23 13:10:00,2026-04-23 13:40:00,77622.659255,77580.06064499999,4.848889216282223e-05,3.0,-0.0016962117880237426,signal_reversal
2026-04-23 15:50:00,2026-04-23 16:50:00,78247.09688000001,78139.83038999999,4.8032155253363995e-05,3.0,0.0013990162364005414,signal_reversal
2026-04-23 18:00:00,2026-04-23 18:15:00,77755.033035,77943.25215,4.830577775338869e-05,-3.0,-0.012857180153863737,signal_reversal
2026-04-23 20:55:00,2026-04-23 21:30:00,77848.026515,78047.90444999999,4.803466850603763e-05,3.0,-0.013350075567242133,signal_reversal
2026-04-23 23:00:00,2026-04-23 23:40:00,78162.289305,78297.10899,4.762289719096541e-05,3.0,-0.010149239169853684,signal_reversal
2026-04-24 01:10:00,2026-04-24 01:20:00,78116.931995,78075.86842500001,7.120946162188442e-05,4.0,-0.0026356258442328828,signal_reversal
2026-04-24 02:55:00,2026-04-24 03:00:00,78086.587175,78176.60876999999,4.738643289835547e-05,3.0,-0.007970312896570946,signal_reversal
2026-04-24 04:20:00,2026-04-24 04:25:00,77791.09499499999,77652.08664,4.7416407571416986e-05,-3.0,0.002909293827618908,signal_reversal
2026-04-24 05:30:00,2026-04-24 06:20:00,77661.159995,77935.198125,4.748570566688734e-05,-3.0,-0.01671370186193855,signal_reversal
2026-04-24 08:20:00,2026-04-24 08:25:00,77882.61921,77894.54780999999,4.70887282120775e-05,-3.0,-0.004229657794377634,signal_reversal
2026-04-24 10:25:00,2026-04-24 10:50:00,77646.31742,77752.526835,4.7130328375354744e-05,-3.0,-0.008670186727251,signal_reversal
2026-04-24 12:35:00,2026-04-24 13:00:00,78160.90000000001,78407.194005,4.66622921943991e-05,3.0,-0.01515130222384252,signal_reversal
2026-04-24 13:45:00,2026-04-24 14:00:00,78065.957495,77936.86895999999,4.647823970175234e-05,3.0,0.002377439395351226,signal_reversal
2026-04-24 15:30:00,2026-04-24 15:40:00,77790.28540000001,78022.69184999999,4.662686783393341e-05,-3.0,-0.014474338568840402,signal_reversal
2026-04-24 17:45:00,2026-04-24 18:15:00,77580.50034500001,77454.497895,4.651962650583008e-05,-3.0,0.0022584325995482026,signal_reversal
2026-04-24 19:00:00,2026-04-24 20:10:00,77606.61728,77675.428305,4.648656832790359e-05,-3.0,-0.0068096525206745905,signal_reversal
2026-04-24 23:10:00,2026-04-24 23:20:00,77349.69580500001,77408.50491,4.650629794479509e-05,-3.0,-0.006334976751802007,signal_reversal
2026-04-25 00:55:00,2026-04-25 01:10:00,77418.15156000001,77552.947095,4.63368822686957e-05,-3.0,-0.00983956661477146,signal_reversal
2026-04-25 02:00:00,2026-04-25 02:05:00,77465.67778499999,77601.271245,4.6135127118176606e-05,3.0,-0.009835766026913743,signal_reversal
2026-04-25 04:20:00,2026-04-25 05:00:00,77621.000085,77526.233745,4.587005105691671e-05,3.0,0.0007908045541436082,signal_reversal
2026-04-25 06:35:00,2026-04-25 07:00:00,77510.015605,77502.561915,4.5899998013618384e-05,-3.0,-0.003215243081754946,signal_reversal
2026-04-25 07:20:00,2026-04-25 08:05:00,77491.79472,77603.68245,4.582338843088494e-05,-3.0,-0.00868313859701281,signal_reversal
2026-04-25 09:25:00,2026-04-25 09:35:00,77551.30495,77763.01207499999,4.5630470521880114e-05,3.0,-0.013208658556764756,signal_reversal
2026-04-25 10:45:00,2026-04-25 11:45:00,77745.64773,77697.499335,4.5300994669107906e-05,3.0,-0.0013386038179569056,signal_reversal
2026-04-25 13:10:00,2026-04-25 14:00:00,77606.52732500002,77682.872025,4.531957214942617e-05,-3.0,-0.00698046366338733,signal_reversal
2026-04-25 18:25:00,2026-04-25 19:25:00,77287.75679,77294.32784999999,4.5370666736024295e-05,-3.0,-0.0038050285628292027,signal_reversal
2026-04-26 00:15:00,2026-04-26 00:30:00,77445.73776,77554.11768,4.518370580081698e-05,3.0,-0.008401188856890783,signal_reversal
2026-04-26 08:15:00,2026-04-26 08:25:00,78011.57470000001,78126.50373,4.470342983844033e-05,3.0,-0.008630244507021025,signal_reversal
2026-04-26 09:05:00,2026-04-26 09:10:00,77938.14143500001,78048.73486499999,4.459007185362335e-05,3.0,-0.008411567685952475,signal_reversal
2026-04-26 11:05:00,2026-04-26 11:10:00,78015.39279,78087.60429,4.439355321884332e-05,-3.0,-0.006672311285042814,signal_reversal
2026-04-26 12:10:00,2026-04-26 12:20:00,77942.879065,78039.64031999999,4.4304814517503834e-05,3.0,-0.007744521244645775,signal_reversal
2026-04-26 13:10:00,2026-04-26 13:20:00,77866.177435,77891.35621499999,4.420464888961295e-05,-3.0,-0.004556179182388101,signal_reversal
2026-04-27 01:15:00,2026-04-27 01:45:00,78975.442525,79369.78506,4.348248895961736e-05,3.0,-0.02059819072704319,signal_reversal
2026-04-27 02:40:00,2026-04-27 03:15:00,79030.59493500002,79279.770075,4.3148056407067427e-05,3.0,-0.014172190987093389,signal_reversal
2026-04-27 03:55:00,2026-04-27 04:30:00,79065.93725500001,79068.1143,4.2906395324741874e-05,3.0,-0.003485936923146976,signal_reversal
2026-04-27 07:20:00,2026-04-27 07:30:00,77660.39038000001,77650.01560500001,4.359437253321367e-05,-3.0,-0.002932821901195785,signal_reversal
2026-04-27 07:45:00,2026-04-27 07:55:00,77650.15550000001,77645.4033,4.3518748799028777e-05,-3.0,-0.0031722210035691214,signal_reversal
2026-04-27 08:55:00,2026-04-27 09:25:00,77765.43783,77814.84798,8.67399772163039e-05,-5.0,-0.011035493426130432,signal_reversal
2026-04-27 10:05:00,2026-04-27 11:10:00,77788.976055,77822.101605,4.3128287029916285e-05,3.0,-0.004784982163715464,signal_reversal
2026-04-27 15:00:00,2026-04-27 15:05:00,77317.96168000001,77488.72499999999,4.328574275488525e-05,3.0,-0.010745774158243489,signal_reversal
2026-04-27 17:30:00,2026-04-27 19:25:00,76881.430055,76661.97183,4.3348216307508044e-05,-3.0,0.00618996287031525,signal_reversal
2026-04-27 20:50:00,2026-04-27 21:55:00,76922.189665,76825.203405,4.336239210806868e-05,3.0,0.0008742316413855766,signal_reversal
2026-04-28 00:20:00,2026-04-28 00:35:00,77220.11063000001,77408.20476,4.3163222952718394e-05,3.0,-0.011459936469712426,signal_reversal
2026-04-28 01:05:00,2026-04-28 01:40:00,77318.80126000001,77143.55249999999,4.291680409111141e-05,3.0,0.004210361970596054,signal_reversal
2026-04-28 04:45:00,2026-04-28 05:10:00,76911.51500500001,77002.30191000001,6.473350444618604e-05,-4.0,-0.01086158337153057,signal_reversal
2026-04-28 07:30:00,2026-04-28 07:55:00,76671.575035,76917.71964,4.3084123360989605e-05,-3.0,-0.013918857048077576,signal_reversal
2026-04-28 08:45:00,2026-04-28 09:00:00,76775.09325,76849.6056,4.2801711770557064e-05,3.0,-0.0064785507966186266,signal_reversal
2026-04-28 12:40:00,2026-04-28 13:05:00,76277.0424,76140.301125,4.295316982865955e-05,-3.0,0.0026030039226353613,signal_reversal
2026-04-28 15:00:00,2026-04-28 15:20:00,75988.856565,76101.6318,4.310720765484227e-05,-3.0,-0.00814195431834394,signal_reversal
2026-04-28 16:50:00,2026-04-28 17:00:00,76113.75408500001,76129.10553,4.288646430470857e-05,-3.0,-0.003923277364879632,signal_reversal
2026-04-28 19:10:00,2026-04-28 19:40:00,76048.566695,76357.55969999998,4.282871343997765e-05,3.0,-0.0165040689094691,signal_reversal
2026-04-28 21:15:00,2026-04-28 22:40:00,76317.65208500001,76330.33609499999,4.2418772733149846e-05,3.0,-0.0037758793169930136,signal_reversal
2026-04-29 02:30:00,2026-04-29 02:55:00,76406.647565,76569.55564499999,4.227757743351937e-05,3.0,-0.010124534284576749,signal_reversal
2026-04-29 06:10:00,2026-04-29 06:50:00,77179.920735,77013.777645,4.1680959321880066e-05,3.0,0.0037149952426564106,signal_reversal
2026-04-29 07:35:00,2026-04-29 08:05:00,77072.42451,77040.97123499999,4.174555580913436e-05,-3.0,-0.0019030837173877593,signal_reversal
2026-04-29 08:20:00,2026-04-29 09:05:00,77071.55494500001,77021.23137,4.167958835271638e-05,-3.0,-0.0011127473274831793,signal_reversal
2026-04-29 09:20:00,2026-04-29 09:25:00,77096.42250500001,77166.30387,4.161004520789558e-05,-3.0,-0.006118660149396103,signal_reversal
2026-04-29 10:40:00,2026-04-29 12:00:00,77525.028095,77517.27926999998,4.125969456089994e-05,3.0,-0.0028786251131656154,signal_reversal
2026-04-29 12:05:00,2026-04-29 12:15:00,77429.256005,77345.643495,4.1232240378566045e-05,3.0,0.0002583969461548035,signal_reversal
2026-04-29 13:55:00,2026-04-29 14:00:00,76745.038285,76749.08536499999,4.1561612091935545e-05,-3.0,-0.003358018883415565,signal_reversal
2026-04-29 14:25:00,2026-04-29 14:55:00,76679.631005,76608.28499999999,4.1511674000879986e-05,-3.0,-0.0002184460518607702,signal_reversal
2026-04-29 16:40:00,2026-04-29 16:45:00,75849.39633,75828.40525499999,4.192120771873599e-05,-3.0,-0.00229884711236025,signal_reversal
2026-04-29 17:00:00,2026-04-29 18:05:00,75977.25237,75057.81015,4.177855416541477e-05,-3.0,0.035277159803349896,signal_reversal
2026-04-29 18:55:00,2026-04-29 19:10:00,75476.15304500001,75606.19420499999,4.248126811150058e-05,-3.0,-0.008736160390402432,signal_reversal
2026-04-29 19:45:00,2026-04-29 20:05:00,75441.14056000001,75666.51435,4.234268181437138e-05,-3.0,-0.012746853820392864,signal_reversal
2026-04-29 20:30:00,2026-04-29 20:35:00,75643.109525,75790.126125,4.201888309951145e-05,3.0,-0.009362089778830738,signal_reversal
2026-04-29 20:55:00,2026-04-29 21:10:00,75638.951605,75832.567335,4.185539831636148e-05,3.0,-0.011277865810622035,signal_reversal
2026-04-29 23:25:00,2026-04-29 23:45:00,75733.32439500002,75847.04457,6.241878410679648e-05,4.0,-0.01183255535206429,signal_reversal
2026-04-30 00:30:00,2026-04-30 00:40:00,75911.37532500002,76129.395675,4.129677446367399e-05,-3.0,-0.012147435705687193,signal_reversal
2026-04-30 03:10:00,2026-04-30 03:35:00,75790.72568,75985.29366,4.116087538920805e-05,-3.0,-0.011136209583261256,signal_reversal
2026-04-30 05:05:00,2026-04-30 05:25:00,75574.31394,75466.764525,4.1090108944143205e-05,-3.0,0.0013182796032340733,signal_reversal
2026-04-30 05:40:00,2026-04-30 06:30:00,75669.5463,75890.98653,4.101477896641666e-05,-3.0,-0.012194974125793429,signal_reversal
2026-04-30 08:20:00,2026-04-30 08:30:00,75993.10444,76140.17106,4.063883420607062e-05,3.0,-0.009070863775556296,signal_reversal
2026-04-30 08:55:00,2026-04-30 09:25:00,76020.140915,76254.878385,4.0464434821734145e-05,3.0,-0.012584129611283166,signal_reversal
2026-04-30 10:15:00,2026-04-30 10:40:00,75978.95152000002,76081.04151,4.028025833891636e-05,3.0,-0.007176775177733144,signal_reversal
2026-04-30 13:15:00,2026-04-30 13:40:00,76277.11236500001,76676.35901999999,3.998859518929433e-05,3.0,-0.019031492748913865,signal_reversal
2026-04-30 13:55:00,2026-04-30 14:35:00,76382.22978000001,76280.50119,3.9644467960370136e-05,3.0,0.0010088759414812287,signal_reversal
2026-04-30 16:05:00,2026-04-30 16:15:00,76371.85497,76414.698255,3.962341369767368e-05,3.0,-0.0047254084072629226,signal_reversal
2026-04-30 17:55:00,2026-04-30 18:20:00,76211.884995,76435.27854,3.960487373487074e-05,-3.0,-0.0118746826983765,signal_reversal
2026-04-30 19:50:00,2026-04-30 20:35:00,76376.79250000001,76560.931335,3.932436724863457e-05,3.0,-0.010251853352990392,signal_reversal
2026-04-30 21:20:00,2026-04-30 21:35:00,76346.317745,76459.660725,5.8749664754094574e-05,4.0,-0.011150841512035683,signal_reversal
2026-04-30 22:10:00,2026-04-30 22:50:00,76328.59661000001,76303.13249999999,3.897068314076326e-05,-3.0,-0.0019812314370330356,signal_reversal
2026-04-30 23:20:00,2026-05-01 00:00:00,76286.79752000001,76528.64519999998,3.892707310591731e-05,-3.0,-0.012393458486252814,signal_reversal
2026-05-01 00:55:00,2026-05-01 01:05:00,76419.82097500001,76599.750735,3.86582777367862e-05,3.0,-0.00991698907367491,signal_reversal
2026-05-01 02:50:00,2026-05-01 03:10:00,76538.73149,76737.32948999999,3.84300518031686e-05,3.0,-0.010581150975542564,signal_reversal
2026-05-01 04:55:00,2026-05-01 05:50:00,77003.91878,77205.64352999999,3.802228411365343e-05,3.0,-0.010605570670730036,signal_reversal
2026-05-01 06:05:00,2026-05-01 06:50:00,77098.57143000001,77036.889195,3.7800070586462474e-05,3.0,-0.0005804070124011637,signal_reversal
2026-05-01 09:35:00,2026-05-01 10:15:00,77236.60238000001,77312.887125,3.768727020634169e-05,3.0,-0.0057886754649484895,signal_reversal
2026-05-01 10:35:00,2026-05-01 11:15:00,77214.93322,77472.63695999999,3.7585180359833066e-05,3.0,-0.012597664580396344,signal_reversal
2026-05-01 11:30:00,2026-05-01 11:55:00,77336.3125,77502.71199,3.7325769699379176e-05,3.0,-0.009103837420650056,signal_reversal
2026-05-01 14:25:00,2026-05-01 15:30:00,78236.72207,78619.279995,3.674293655084129e-05,3.0,-0.01694500478182565,signal_reversal
2026-05-01 15:50:00,2026-05-01 16:30:00,78320.829995,78344.01243,3.6450421470881726e-05,3.0,-0.0037006817992651713,signal_reversal
